id	molecularFormula	adduct	precursorFormula	NPC.pathway	NPC.pathway.Probability	NPC.superclass	NPC.superclass.Probability	NPC.class	NPC.class.Probability	ClassyFire.most.specific.class	ClassyFire.most.specific.class.Probability	ClassyFire.level.5	ClassyFire.level.5.Probability	ClassyFire.subclass	ClassyFire.subclass.Probability	ClassyFire.class	ClassyFire.class.Probability	ClassyFire.superclass	ClassyFire.superclass.probability	ClassyFire.all.classifications	compoundID
121_Hneg_root_FT_191.0193_4.272_HNEG	C6H8O7	[M - H]-	C6H8O7	Carbohydrates	0.710700691	Saccharides	0.835320234	Monosaccharides	0.826563358	Monosaccharides	0.622595608	Monosaccharides	0.622595608	Carbohydrates and carbohydrate conjugates	0.561541677	Organooxygen compounds	0.999999046	Organic oxygen compounds	0.999983788	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_191.0193_4.272_HNEG
122_Hneg_root_FT_191.01928_7.638_HNEG	C6H8O7	[M - H]-	C6H8O7	Carbohydrates	0.710700691	Saccharides	0.835320234	Monosaccharides	0.826563358	Monosaccharides	0.622595608	Monosaccharides	0.622595608	Carbohydrates and carbohydrate conjugates	0.561541677	Organooxygen compounds	0.999999046	Organic oxygen compounds	0.999983788	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_191.01928_7.638_HNEG
123_Hneg_root_FT_191.01931_7.471_HNEG	C6H8O7	[M - H]-	C6H8O7	Carbohydrates	0.710700691	Saccharides	0.835320234	Monosaccharides	0.826563358	Monosaccharides	0.622595608	Monosaccharides	0.622595608	Carbohydrates and carbohydrate conjugates	0.561541677	Organooxygen compounds	0.999999046	Organic oxygen compounds	0.999983788	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Monosaccharides; Secondary alcohols; Carbonyl compounds; Polyols; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_191.01931_7.471_HNEG
124_Hneg_root_FT_133.05003_4.395_HNEG	C5H10O4	[M - H]-	C5H10O4	Fatty acids	0.738630176	Fatty Acids and Conjugates	0.896250963	Hydroxy fatty acids	0.960787833	Branched fatty acids	0.524306178	Branched fatty acids	0.524306178	Fatty acids and conjugates	0.962663352	Fatty Acyls	0.915212989	Lipids and lipid-like molecules	0.922402322	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Monosaccharides; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_133.05003_4.395_HNEG
125_Hneg_root_FT_317.06906_4.406_HNEG	C13H18O7S	[M - H]-	C13H18O7S	Shikimates and Phenylpropanoids	0.605150759	Phenolic acids (C6-C1)	0.280416012	Simple phenolic acids	0.271401584	Phenol ethers	0.506945968					Phenol ethers	0.506945968	Benzenoids	0.98708123	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Monosaccharides; Secondary alcohols; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_317.06906_4.406_HNEG
126_Hneg_root_FT_182.04533_0.958_HNEG	C8H9NO4	[M - H]-	C8H9NO4	Alkaloids	0.799407125	Nicotinic acid alkaloids	0.880336285	Pyridine alkaloids	0.884678364	Pyridinecarboxylic acids	0.844455898	Pyridinecarboxylic acids	0.844455898	Pyridinecarboxylic acids and derivatives	0.662030637	Pyridines and derivatives	0.995044708	Organoheterocyclic compounds	0.998537421	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Aromatic alcohols; Vinylogous acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Hydroxypyridines; Methylpyridines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_182.04533_0.958_HNEG
127_Hneg_root_FT_173.00848_7.302_HNEG	C6H6O6	[M - H]-	C6H6O6	Amino acids and Peptides	0.536390007	Small peptides	0.623531163	Aminoacids	0.648268938	Tricarboxylic acids and derivatives	0.565081775			Tricarboxylic acids and derivatives	0.565081775	Carboxylic acids and derivatives	0.999983907	Organic acids and derivatives	0.999998331	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_173.00848_7.302_HNEG
128_Hneg_root_FT_173.00848_7.119_HNEG	C6H6O6	[M - H]-	C6H6O6	Amino acids and Peptides	0.536390007	Small peptides	0.623531163	Aminoacids	0.648268938	Tricarboxylic acids and derivatives	0.565081775			Tricarboxylic acids and derivatives	0.565081775	Carboxylic acids and derivatives	0.999983907	Organic acids and derivatives	0.999998331	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_173.00848_7.119_HNEG
129_Hneg_root_FT_281.08763_6.876_HNEG	C10H18O9	[M - H]-	C10H18O9	Carbohydrates	0.820294023	Saccharides	0.916672766	Disaccharides	0.925110102	O-glucuronides	0.681293845	Sugar acids and derivatives	0.828880191	Carbohydrates and carbohydrate conjugates	0.994753838	Organooxygen compounds	0.99999392	Organic oxygen compounds	0.999883056	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_281.08763_6.876_HNEG
130_Hneg_root_FT_281.08767_6.877_HNEG	C10H18O9	[M - H]-	C10H18O9	Carbohydrates	0.820294023	Saccharides	0.916672766	Disaccharides	0.925110102	O-glucuronides	0.681293845	Sugar acids and derivatives	0.828880191	Carbohydrates and carbohydrate conjugates	0.994753838	Organooxygen compounds	0.99999392	Organic oxygen compounds	0.999883056	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_281.08767_6.877_HNEG
131_Hneg_root_FT_281.0877_6.948_HNEG	C10H18O9	[M - H]-	C10H18O9	Carbohydrates	0.820294023	Saccharides	0.916672766	Disaccharides	0.925110102	O-glucuronides	0.681293845	Sugar acids and derivatives	0.828880191	Carbohydrates and carbohydrate conjugates	0.994753838	Organooxygen compounds	0.99999392	Organic oxygen compounds	0.999883056	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_281.0877_6.948_HNEG
132_Hneg_root_FT_179.05552_7.343_HNEG	C6H12O6	[M - H]-	C6H12O6	Carbohydrates	0.892125785	Saccharides	0.571471334	Cyclitols	0.540112495	Cyclohexanols	0.640131772	Secondary alcohols	0.999529004	Alcohols and polyols	0.999854565	Organooxygen compounds	0.999991417	Organic oxygen compounds	0.999889374	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Primary alcohols; Organooxygen compounds; Cyclic alcohols and derivatives; Monosaccharides; Secondary alcohols; Polyols; Cyclitols and derivatives; Cyclohexanols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_179.05552_7.343_HNEG
133_Hneg_root_FT_253.21744_1.01_HNEG	C16H30O2	[M - H]-	C16H30O2	Fatty acids	0.941865385	Fatty Acids and Conjugates	0.839703619	Unsaturated fatty acids	0.915524542	Long-chain fatty acids	0.842865407	Long-chain fatty acids	0.842865407	Fatty acids and conjugates	0.99819535	Fatty Acyls	0.996826947	Lipids and lipid-like molecules	0.996377409	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_253.21744_1.01_HNEG
134_Hneg_root_FT_277.2171_1.007_HNEG	C18H30O2	[M - H]-	C18H30O2	Fatty acids	0.94358772	Fatty Acids and Conjugates	0.792345464	Unsaturated fatty acids	0.878221452	Long-chain fatty acids	0.900655806	Long-chain fatty acids	0.900655806	Fatty acids and conjugates	0.999108016	Fatty Acyls	0.997804582	Lipids and lipid-like molecules	0.997668803	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_277.2171_1.007_HNEG
135_Hneg_root_FT_485.28276_0.711_HNEG	C22H48O7P2	[M - H]-	C22H48O7P2	Fatty acids	0.593391657	Glycerophospholipids	0.611604452	Glycerophosphates	0.393137664	Glycerophospholipids	0.608619809					Glycerophospholipids	0.608619809	Lipids and lipid-like molecules	0.983659267	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Secondary alcohols; Alkyl phosphates; Monoalkyl phosphates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_485.28276_0.711_HNEG
136_Hneg_root_FT_236.07752_6.797_HNEG	C8H15NO7	[M - H]-	C8H15NO7	Amino acids and Peptides	0.580950081	Aminosugars and aminoglycosides	0.60362494	Aminoacids	0.610163271	Alpha amino acids	0.835825324	Amino acids and derivatives	0.984549046	"Amino acids, peptides, and analogues"	0.984873891	Carboxylic acids and derivatives	0.97791779	Organic acids and derivatives	0.964936733	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Medium-chain hydroxy acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; 1,3-aminoalcohols; Polyols; Alpha amino acids; Amines; Primary amines; Alkanolamines; Medium-chain fatty acids; Aminosaccharides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_236.07752_6.797_HNEG
137_Hneg_root_FT_305.02984_0.672_HNEG	C14H10O8	[M - H]-	C14H10O8	Polyketides	0.56320411	Naphthalenes	0.703458071	Naphthoquinones	0.607648492	Naphthofurans	0.61979717					Naphthofurans	0.61979717	Organoheterocyclic compounds	0.995524287	"Organic compounds; Organoheterocyclic compounds; Naphthalenes; Furans; Ketones; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Naphthofurans; Carbonyl compounds; Isocoumarins and derivatives; Polyols; Benzenoids; 7,8-dihydroxycoumarins; Methyl esters; Aryl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	FT_305.02984_0.672_HNEG
138_Hneg_root_FT_191.05542_6.256_HNEG	C7H12O6	[M - H]-	C7H12O6	Shikimates and Phenylpropanoids	0.852633893	Phenolic acids (C6-C1)	0.85379523	Shikimic acids and derivatives	0.822086513	Quinic acids and derivatives	0.837683856	Cyclic alcohols and derivatives	0.973671436	Alcohols and polyols	0.998364389	Organooxygen compounds	1	Organic oxygen compounds	0.999999881	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Alpha hydroxy acids and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Polyols; Cyclitols and derivatives; Quinic acids and derivatives; Cyclohexanols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_191.05542_6.256_HNEG
139_Hneg_root_FT_145.01361_6.793_HNEG	C5H6O5	[M - H]-	C5H6O5	Fatty acids	0.754341364	Fatty Acids and Conjugates	0.854623377	Dicarboxylic acids	0.919498324	Medium-chain keto acids and derivatives	0.548227072			Medium-chain keto acids and derivatives	0.548227072	Keto acids and derivatives	0.659141004	Organic acids and derivatives	0.998146772	Organic compounds; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Dicarboxylic acids and derivatives; Keto acids and derivatives; Alpha-keto acids and derivatives; Carboxylic acids; Medium-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_145.01361_6.793_HNEG
140_Hneg_root_FT_274.04868_4.411_HNEG	C14H12O6	[M - H - H]-	C14H11O6	Polyketides	0.491357982	Chromanes	0.213465214	Chromones	0.267312467	1-hydroxy-2-unsubstituted benzenoids	0.53009522			1-hydroxy-2-unsubstituted benzenoids	0.53009522	Phenols	0.543712854	Benzenoids	0.838404357	Organic compounds; Organoheterocyclic compounds; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	FT_274.04868_4.411_HNEG
141_Hneg_root_FT_252.05349_4.411_HNEG	C11H12NO6	[M - H - H]-	C11H11NO6	Amino acids and Peptides	0.68632412	Small peptides	0.788820922	Aminoacids	0.723361909	Alpha amino acids and derivatives	0.544350922	Amino acids and derivatives	0.877094388	"Amino acids, peptides, and analogues"	0.875992119	Carboxylic acids and derivatives	0.998668313	Organic acids and derivatives	0.999696255	"Organic compounds; Amino acids, peptides, and analogues; Nitrobenzenes; Alpha amino acids and derivatives; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Organic nitro compounds; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Benzoic acids; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities"	FT_252.05349_4.411_HNEG
142_Hneg_root_FT_182.03151_4.53_HNEG	C5H5N5O3	[M - H]-	C5H5N5O3	Alkaloids	0.638907552	Pseudoalkaloids	0.515081167	Purine alkaloids	0.279585242	Nitroguanidines	0.706607342	Nitroguanidines	0.706607342	Guanidines	0.641000986	Organonitrogen compounds	0.999378204	Organic nitrogen compounds	0.99996984	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Guanidines; Organic nitro compounds; Organic oxoazanium compounds; Nitramines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroguanidines; Organic nitrogen compounds; Chemical entities"	FT_182.03151_4.53_HNEG
143_Hneg_root_FT_144.02959_4.396_HNEG	C5H7NO4	[M - H]-	C5H7NO4	Amino acids and Peptides	0.806166172	Small peptides	0.893929839	Aminoacids	0.811787546	Alpha amino acids and derivatives	0.905128539	Amino acids and derivatives	0.902960122	"Amino acids, peptides, and analogues"	0.902050495	Carboxylic acids and derivatives	0.999589741	Organic acids and derivatives	0.99996829	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT_144.02959_4.396_HNEG
144_Hneg_root_FT_129.05516_1.012_HNEG	C6H10O3	[M - H]-	C6H10O3	Fatty acids	0.870163023	Fatty Acids and Conjugates	0.904484987	Oxo fatty acids	0.68394047	Methyl-branched fatty acids	0.971615076	Branched fatty acids	0.956823587	Fatty acids and conjugates	0.976634741	Fatty Acyls	0.951599479	Lipids and lipid-like molecules	0.95244956	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Branched fatty acids; Keto acids and derivatives; Alpha-keto acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Short-chain keto acids and derivatives; Carbonyl compounds; Alpha-hydroxy ketones; Methyl-branched fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_129.05516_1.012_HNEG
145_Hneg_root_FT_215.03252_6.427_HNEG	C6H9N4O3P	[M - H]-	C6H9N4O3P	Alkaloids	0.544612885	Small peptides	0.483582437	Aminoacids	0.508992493	Alpha amino acids and derivatives	0.520178974	Amino acids and derivatives	0.35684371	"Amino acids, peptides, and analogues"	0.360161424	Carboxylic acids and derivatives	0.675329924	Organic acids and derivatives	0.985958397	Organic compounds; Organoheterocyclic compounds; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic phosphoric acids and derivatives; Monocarboxylic acids and derivatives; Organic phosphoramides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT_215.03252_6.427_HNEG
146_Hneg_root_FT_207.02961_4.271_HNEG	C10H8O5	[M - H]-	C10H8O5	Shikimates and Phenylpropanoids	0.667658269	Phenolic acids (C6-C1)	0.571116507	Simple phenolic acids	0.570700228	Benzene and substituted derivatives	0.563728631					Benzene and substituted derivatives	0.563728631	Benzenoids	0.435948849	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_207.02961_4.271_HNEG
147_Hneg_root_FT_119.04972_1.365_HNEG	C8H8O	[M - H]-	C8H8O	Shikimates and Phenylpropanoids	0.850619912	Phenylpropanoids (C6-C3)	0.784278274	Cinnamic acids and derivatives	0.748407364	Styrenes	0.817775309			Styrenes	0.817775309	Benzene and substituted derivatives	0.998917699	Benzenoids	0.999973655	Organic compounds; Styrenes; Phenols; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	FT_119.04972_1.365_HNEG
148_Hneg_root_FT_133.01358_7.196_HNEG	C4H6O5	[M - H]-	C4H6O5	Fatty acids	0.766127169	Fatty Acids and Conjugates	0.92248702	Hydroxy fatty acids	0.939572155	Beta hydroxy acids and derivatives	0.646896183			Beta hydroxy acids and derivatives	0.646896183	Hydroxy acids and derivatives	0.900543809	Organic acids and derivatives	0.999800861	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_133.01358_7.196_HNEG
149_Hneg_root_FT_133.01355_7.082_HNEG	C4H6O5	[M - H]-	C4H6O5	Fatty acids	0.766127169	Fatty Acids and Conjugates	0.92248702	Hydroxy fatty acids	0.939572155	Beta hydroxy acids and derivatives	0.646896183			Beta hydroxy acids and derivatives	0.646896183	Hydroxy acids and derivatives	0.900543809	Organic acids and derivatives	0.999800861	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_133.01355_7.082_HNEG
150_Hneg_root_FT_133.01364_7.434_HNEG	C4H6O5	[M - H]-	C4H6O5	Fatty acids	0.761699677	Fatty Acids and Conjugates	0.919904351	Hydroxy fatty acids	0.936388493	Beta hydroxy acids and derivatives	0.634473026			Beta hydroxy acids and derivatives	0.634473026	Hydroxy acids and derivatives	0.892652035	Organic acids and derivatives	0.999735773	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Carboxylic acids; Alpha hydroxy acids and derivatives; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_133.01364_7.434_HNEG
151_Hneg_root_FT_307.06375_4.265_HNEG	C15H17O5S	[M - H - H]-	C15H16O5S	Polyketides	0.425579786	Naphthalenes	0.295591146	Flavan-3-ols	0.162814096	1-hydroxy-2-unsubstituted benzenoids	0.641541481			1-hydroxy-2-unsubstituted benzenoids	0.641541481	Phenols	0.645376265	Benzenoids	0.853543699	Organic compounds; Organosulfur compounds; Phenols; Ethers; Organooxygen compounds; Benzene and substituted derivatives; Benzenoids; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	FT_307.06375_4.265_HNEG
152_Hneg_root_FT_181.0138_4.289_HNEG	C8H6O5	[M - H]-	C8H6O5	Shikimates and Phenylpropanoids	0.763829231	Phenolic acids (C6-C1)	0.687653959	Simple phenolic acids	0.667180836	Hydroxybenzoic acid derivatives	0.595092475	Hydroxybenzoic acid derivatives	0.595092475	Benzoic acids and derivatives	0.604682744	Benzene and substituted derivatives	0.861154079	Benzenoids	0.967918813	Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzenediols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities	FT_181.0138_4.289_HNEG
153_Hneg_root_FT_237.04048_4.274_HNEG	C11H10O6	[M - H]-	C11H10O6	Shikimates and Phenylpropanoids	0.687798202	Phenolic acids (C6-C1)	0.459363908	Isocoumarins	0.490557611	Methoxybenzoic acids and derivatives	0.605842173	Methoxybenzoic acids and derivatives	0.605842173	Benzoic acids and derivatives	0.688554883	Benzene and substituted derivatives	0.788591564	Benzenoids	0.956661761	Organic compounds; Alkyl aryl ethers; Phenols; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Phenol ethers; Methoxybenzoic acids and derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	FT_237.04048_4.274_HNEG
